#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-29786B2AF3A3EC6A-F9902B122AF7F8B
#datatype	hitsStandard Results
#status	0
#Start time	2017-01-17T13:11:04	Run time	0:00:04:59
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#213 - >Q5ZXP8_LEGPH	multi-dom	289468	19	364	6.39467e-28	110.945	pfam12698	ABC2_membrane_3	 - 	 - 
Q#213 - >Q5ZXP8_LEGPH	multi-dom	223912	167	368	1.25325e-20	89.2207	COG0842	YadH	N	 - 
Q#214 - >Q5ZXP7_LEGPH	specific	291378	5	59	4.40754e-21	85.0145	pfam14706	Tnp_DNA_bind	 - 	cl20643
Q#214 - >Q5ZXP7_LEGPH	superfamily	291378	5	59	4.40754e-21	85.0145	cl20643	Tnp_DNA_bind superfamily	 - 	 - 
Q#214 - >Q5ZXP7_LEGPH	non-specific	280446	372	457	5.09585e-15	69.7235	pfam02281	Dimer_Tnp_Tn5	 - 	cl03514
Q#214 - >Q5ZXP7_LEGPH	superfamily	280446	372	457	5.09585e-15	69.7235	cl03514	Dimer_Tnp_Tn5 superfamily	 - 	 - 
Q#214 - >Q5ZXP7_LEGPH	multi-dom	279886	322	362	0.00962903	36.0366	pfam01609	DDE_Tnp_1	N	 - 
Q#215 - >RIMO_LEGPH	specific	279287	4	78	3.8876e-26	99.8963	pfam00919	UPF0004	C	cl03017
Q#215 - >RIMO_LEGPH	superfamily	279287	4	78	3.8876e-26	99.8963	cl03017	UPF0004 superfamily	C	 - 
Q#215 - >RIMO_LEGPH	specific	100105	138	356	7.46218e-09	54.2617	cd01335	Radical_SAM	 - 	cl18962
Q#215 - >RIMO_LEGPH	superfamily	302752	138	356	7.46218e-09	54.2617	cl18962	Radical_SAM superfamily	 - 	 - 
Q#215 - >RIMO_LEGPH	multi-dom	237838	4	435	0	901.914	PRK14862	rimO	 - 	 - 
Q#215 - >RIMO_LEGPH	multi-dom	273453	4	431	0	562.06	TIGR01125	TIGR01125	 - 	 - 
Q#215 - >RIMO_LEGPH	multi-dom	223694	1	435	1.33432e-175	497.094	COG0621	MiaB	 - 	 - 
Q#215 - >RIMO_LEGPH	multi-dom	214792	134	357	1.22841e-49	166.808	smart00729	Elp3	 - 	 - 
Q#215 - >RIMO_LEGPH	multi-dom	281979	140	313	1.12463e-18	81.4191	pfam04055	Radical_SAM	 - 	 - 
Q#216 - >Q5ZXP5_LEGPH	specific	239251	490	591	6.22516e-38	134.267	cd02953	DsbDgamma	 - 	cl00388
Q#216 - >Q5ZXP5_LEGPH	superfamily	294274	490	591	6.22516e-38	134.267	cl00388	Thioredoxin_like superfamily	 - 	 - 
Q#216 - >Q5ZXP5_LEGPH	specific	288295	29	146	4.58997e-31	115.905	pfam11412	DsbC	 - 	cl15830
Q#216 - >Q5ZXP5_LEGPH	superfamily	301725	29	146	4.58997e-31	115.905	cl15830	DsbC superfamily	 - 	 - 
Q#216 - >Q5ZXP5_LEGPH	specific	223856	186	397	8.73455e-24	98.5403	COG0785	CcdA	 - 	cl21514
Q#216 - >Q5ZXP5_LEGPH	superfamily	304402	186	397	8.73455e-24	98.5403	cl21514	TauE superfamily	 - 	 - 
Q#216 - >Q5ZXP5_LEGPH	non-specific	280792	195	398	7.4181e-21	89.7701	pfam02683	DsbD	 - 	cl21514
Q#216 - >Q5ZXP5_LEGPH	specific	289843	498	590	2.5703e-16	73.6231	pfam13098	Thioredoxin_2	 - 	cl00388
Q#216 - >Q5ZXP5_LEGPH	non-specific	225054	475	595	1.50785e-06	47.5686	COG2143	SoxW	 - 	cl00388
Q#216 - >Q5ZXP5_LEGPH	non-specific	200072	499	592	3.60606e-06	44.5875	TIGR01068	thioredoxin	 - 	cl00388
Q#216 - >Q5ZXP5_LEGPH	non-specific	173347	501	565	0.00402028	35.6221	PTZ00051	PTZ00051	NC	cl00388
Q#216 - >Q5ZXP5_LEGPH	multi-dom	234717	32	593	0	543.265	PRK00293	dipZ	 - 	 - 
Q#216 - >Q5ZXP5_LEGPH	multi-dom	226685	29	591	2.2693e-160	469.545	COG4232	DsbD	 - 	 - 
Q#216 - >Q5ZXP5_LEGPH	multi-dom	273457	498	569	0.000317011	41.9689	TIGR01130	ER_PDI_fam	N	 - 
Q#217 - >CH10_LEGPH	specific	178988	1	95	1.02246e-52	158.356	PRK00364	groES	 - 	cl09113
Q#217 - >CH10_LEGPH	superfamily	298834	1	95	1.02246e-52	158.356	cl09113	cpn10 superfamily	 - 	 - 
Q#217 - >CH10_LEGPH	specific	197951	2	94	1.41368e-49	150.274	smart00883	Cpn10	 - 	cl09113
Q#217 - >CH10_LEGPH	specific	223312	1	96	3.22545e-46	141.934	COG0234	GroES	 - 	cl09113
Q#217 - >CH10_LEGPH	specific	238197	2	94	5.45345e-41	128.779	cd00320	cpn10	 - 	cl09113
Q#217 - >CH10_LEGPH	specific	278591	2	94	2.50385e-38	121.93	pfam00166	Cpn10	 - 	cl09113
Q#218 - >CH60_LEGPH	specific	234573	1	528	0	962.275	PRK00013	groEL	 - 	cl02777
Q#218 - >CH60_LEGPH	superfamily	295468	1	528	0	962.275	cl02777	chaperonin_like superfamily	 - 	 - 
Q#218 - >CH60_LEGPH	specific	239460	3	522	0	887.571	cd03344	GroEL	 - 	cl02777
Q#218 - >CH60_LEGPH	specific	274089	2	525	0	845.421	TIGR02348	GroEL	 - 	cl02777
Q#218 - >CH60_LEGPH	multi-dom	237231	1	528	0	833.983	PRK12850	groEL	 - 	 - 
Q#218 - >CH60_LEGPH	multi-dom	223535	1	528	0	549.901	COG0459	GroEL	 - 	 - 
Q#218 - >CH60_LEGPH	multi-dom	278544	22	522	1.15077e-80	259.434	pfam00118	Cpn60_TCP1	 - 	 - 
Q#218 - >CH60_LEGPH	multi-dom	274080	8	521	4.10767e-19	88.9739	TIGR02339	thermosome_arch	 - 	 - 
Q#219 - >Q5ZXP2_LEGPH	specific	153102	6	141	7.95806e-55	167.337	cd01043	DPS	 - 	cl00264
Q#219 - >Q5ZXP2_LEGPH	superfamily	294190	6	141	7.95806e-55	167.337	cl00264	Ferritin_like superfamily	 - 	 - 
Q#219 - >Q5ZXP2_LEGPH	specific	223854	3	141	1.21264e-50	157.433	COG0783	Dps	 - 	cl00264
Q#219 - >Q5ZXP2_LEGPH	non-specific	236521	4	145	1.50244e-09	51.9116	PRK09448	PRK09448	 - 	cl00264
Q#219 - >Q5ZXP2_LEGPH	multi-dom	278632	5	141	4.42602e-24	89.2663	pfam00210	Ferritin	 - 	 - 
Q#220 - >Q5ZXP1_LEGPH	non-specific	223498	458	645	1.9501e-07	51.604	COG0421	SpeE	C	cl17173
Q#220 - >Q5ZXP1_LEGPH	superfamily	302624	458	645	1.9501e-07	51.604	cl17173	AdoMet_MTases superfamily	C	 - 
Q#220 - >Q5ZXP1_LEGPH	non-specific	179854	521	636	8.3462e-07	49.6532	PRK04457	PRK04457	NC	cl17173
Q#221 - >Q5ZXP0_LEGPH	specific	238419	218	385	6.8472e-58	190.85	cd00822	TopoII_Trans_DNA_gyrase	 - 	cl02783
Q#221 - >Q5ZXP0_LEGPH	superfamily	295472	218	385	6.8472e-58	190.85	cl02783	TopoII_MutL_Trans superfamily	 - 	 - 
Q#221 - >Q5ZXP0_LEGPH	non-specific	173786	411	523	3.75152e-49	165.521	cd03366	TOPRIM_TopoIIA_GyrB	 - 	cl00718
Q#221 - >Q5ZXP0_LEGPH	superfamily	294468	411	523	3.75152e-49	165.521	cl00718	TOPRIM superfamily	 - 	 - 
Q#221 - >Q5ZXP0_LEGPH	specific	278627	218	388	1.33784e-47	163.547	pfam00204	DNA_gyraseB	 - 	cl02783
Q#221 - >Q5ZXP0_LEGPH	specific	279345	555	618	7.33345e-32	116.301	pfam00986	DNA_gyraseB_C	 - 	cl03055
Q#221 - >Q5ZXP0_LEGPH	superfamily	295634	555	618	7.33345e-32	116.301	cl03055	DNA_gyraseB_C superfamily	 - 	 - 
Q#221 - >Q5ZXP0_LEGPH	specific	280651	27	169	1.00336e-15	71.9396	pfam02518	HATPase_c	 - 	cl00075
Q#221 - >Q5ZXP0_LEGPH	superfamily	294057	27	169	1.00336e-15	71.9396	cl00075	HATPase_c superfamily	 - 	 - 
Q#221 - >Q5ZXP0_LEGPH	specific	214643	27	134	6.68331e-15	69.5999	smart00387	HATPase_c	 - 	cl00075
Q#221 - >Q5ZXP0_LEGPH	specific	238030	34	169	3.6003e-14	67.2866	cd00075	HATPase_c	 - 	cl00075
Q#221 - >Q5ZXP0_LEGPH	specific	280007	412	523	8.69242e-11	57.3317	pfam01751	Toprim	 - 	cl00718
Q#221 - >Q5ZXP0_LEGPH	multi-dom	235501	1	626	0	1087.44	PRK05559	PRK05559	 - 	 - 
Q#221 - >Q5ZXP0_LEGPH	multi-dom	130127	2	624	0	934.721	TIGR01055	parE_Gneg	 - 	 - 
Q#221 - >Q5ZXP0_LEGPH	multi-dom	223265	1	626	0	898.028	COG0187	GyrB	 - 	 - 
Q#221 - >Q5ZXP0_LEGPH	multi-dom	214659	34	618	0	634.981	smart00433	TOP2c	 - 	 - 
Q#222 - >Q5ZXN9_LEGPH	specific	213224	351	581	2.0922e-113	336.785	cd03257	ABC_NikE_OppD_transporters	 - 	cl21455
Q#222 - >Q5ZXN9_LEGPH	superfamily	304359	351	581	2.0922e-113	336.785	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#222 - >Q5ZXN9_LEGPH	specific	213224	10	242	1.79375e-109	326.77	cd03257	ABC_NikE_OppD_transporters	 - 	cl21455
Q#222 - >Q5ZXN9_LEGPH	superfamily	304359	10	242	1.79375e-109	326.77	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#222 - >Q5ZXN9_LEGPH	specific	278435	376	527	3.24833e-44	153.19	pfam00005	ABC_tran	 - 	cl21455
Q#222 - >Q5ZXN9_LEGPH	specific	278435	28	188	1.22702e-36	132.389	pfam00005	ABC_tran	 - 	cl21455
Q#222 - >Q5ZXN9_LEGPH	non-specific	213647	237	322	1.58641e-28	107.448	TIGR01727	oligo_HPY	 - 	cl07097
Q#222 - >Q5ZXN9_LEGPH	superfamily	298034	237	322	1.58641e-28	107.448	cl07097	oligo_HPY superfamily	 - 	 - 
Q#222 - >Q5ZXN9_LEGPH	specific	285543	239	303	3.22041e-19	80.5161	pfam08352	oligo_HPY	 - 	cl07097
Q#222 - >Q5ZXN9_LEGPH	non-specific	273491	378	557	1.28425e-15	74.3173	TIGR01189	ccmA	 - 	cl21455
Q#222 - >Q5ZXN9_LEGPH	non-specific	273491	31	225	1.15814e-12	65.8429	TIGR01189	ccmA	 - 	cl21455
Q#222 - >Q5ZXN9_LEGPH	non-specific	184127	379	557	6.18716e-06	46.0966	PRK13540	PRK13540	 - 	cl21455
Q#222 - >Q5ZXN9_LEGPH	non-specific	184127	11	232	8.40991e-06	45.7114	PRK13540	PRK13540	 - 	cl21455
Q#222 - >Q5ZXN9_LEGPH	non-specific	285543	578	606	8.89536e-06	42.3814	pfam08352	oligo_HPY	C	cl07097
Q#222 - >Q5ZXN9_LEGPH	superfamily	298034	578	606	8.89536e-06	42.3814	cl07097	oligo_HPY superfamily	C	 - 
Q#222 - >Q5ZXN9_LEGPH	non-specific	213647	577	602	0.00168654	36.5711	TIGR01727	oligo_HPY	C	cl07097
Q#222 - >Q5ZXN9_LEGPH	multi-dom	226641	10	606	0	687.471	COG4172	YejF	 - 	 - 
Q#222 - >Q5ZXN9_LEGPH	multi-dom	237917	11	599	4.85827e-177	510.787	PRK15134	PRK15134	 - 	 - 
Q#222 - >Q5ZXN9_LEGPH	multi-dom	131817	27	260	2.42281e-71	228.022	TIGR02770	nickel_nikD	 - 	 - 
Q#222 - >Q5ZXN9_LEGPH	multi-dom	214640	385	576	9.82145e-12	62.0057	smart00382	AAA	 - 	 - 
Q#222 - >Q5ZXN9_LEGPH	multi-dom	290043	390	563	2.66006e-07	49.5484	pfam13304	AAA_21	 - 	 - 
